frame,person_id,center_x,center_y
165,3,438,193
165,7,333,198
165,9,36,192
165,11,68,186
165,13,135,197
165,15,518,200
165,16,264,197
165,17,476,197
165,18,728,275
165,19,302,196
166,0,396,267
166,9,36,192
166,13,135,197
166,15,518,200
166,16,263,197
166,17,476,197
166,18,721,275
166,19,302,196
166,3,438,181
166,7,333,201
166,11,69,186
167,0,397,270
167,7,334,199
167,9,36,192
167,11,69,186
167,13,135,197
167,15,518,200
167,16,263,197
167,17,475,196
167,18,716,275
167,19,302,195
167,3,440,176
168,0,399,271
168,7,335,199
168,9,37,192
168,13,134,197
168,15,519,200
168,16,263,198
168,17,476,196
168,18,711,268
168,19,302,195
168,20,503,192
168,3,440,173
168,11,68,186
169,0,401,276
169,7,334,198
169,9,37,192
169,11,69,186
169,13,134,199
169,15,519,200
169,16,263,198
169,17,477,196
169,18,707,266
169,19,303,195
169,20,502,192
170,0,403,282
170,7,334,198
170,9,36,192
170,11,69,186
170,13,134,199
170,15,519,200
170,16,263,198
170,17,476,196
170,18,703,266
170,19,302,195
170,20,503,193
171,0,406,284
171,7,334,198
171,9,36,192
171,11,68,186
171,13,134,200
171,15,519,200
171,16,264,199
171,17,477,196
171,18,699,266
171,19,302,195
171,20,503,193
172,0,409,283
172,7,335,199
172,11,68,186
172,13,134,200
172,15,519,200
172,16,264,199
172,17,477,196
172,18,694,267
172,19,303,195
172,20,502,192
172,9,36,192
173,0,414,282
173,7,334,200
173,9,35,192
173,11,69,186
173,13,133,200
173,15,519,201
173,16,264,200
173,17,477,197
173,18,685,268
173,19,303,195
173,20,502,193
174,0,419,281
174,7,335,199
174,9,38,192
174,11,68,188
174,13,133,200
174,15,520,201
174,16,264,199
174,17,477,197
174,18,679,269
174,19,303,195
174,20,502,192
175,0,424,280
175,7,335,199
175,9,38,192
175,11,68,188
175,13,134,200
175,15,520,201
175,16,265,199
175,18,673,270
175,19,303,196
175,20,502,193
175,21,367,191
175,17,477,187
176,0,429,279
176,7,334,197
176,9,38,192
176,11,69,188
176,13,134,200
176,15,520,201
176,16,265,199
176,18,670,271
176,19,303,195
176,20,502,193
176,21,365,191
176,17,478,186
177,0,435,278
177,7,334,195
177,11,69,187
177,13,135,200
177,15,520,201
177,16,265,198
177,18,669,272
177,19,303,196
177,21,365,191
177,9,38,192
177,17,479,176
177,20,502,193
178,0,439,277
178,7,334,197
178,11,68,191
178,13,134,200
178,15,520,201
178,16,264,198
178,18,666,270
178,19,304,196
178,21,364,191
178,9,37,192
178,17,480,174
178,20,502,193
179,0,442,285
179,7,333,195
179,11,69,190
179,13,135,200
179,15,520,201
179,16,264,198
179,18,663,269
179,19,303,196
179,21,363,191
179,9,38,192
179,17,481,174
179,20,502,193
180,0,449,292
180,7,332,195
180,13,134,200
180,15,520,201
180,16,265,198
180,18,659,267
180,19,304,197
180,21,363,191
180,9,38,192
180,11,69,188
180,17,483,173
180,20,502,193
181,0,457,293
181,7,332,193
181,9,42,192
181,11,69,192
181,13,134,200
181,15,520,201
181,16,267,198
181,18,654,265
181,19,305,197
181,21,362,190
181,22,389,194
181,20,501,191
182,0,464,295
182,7,332,194
182,9,43,192
182,13,134,200
182,15,520,201
182,16,268,199
182,18,649,262
182,19,304,197
182,21,362,190
182,22,391,191
182,11,68,193
183,0,468,295
183,7,332,193
183,9,43,192
183,11,69,188
183,13,134,200
183,15,520,200
183,16,267,199
183,18,642,257
183,19,304,196
183,21,362,190
183,22,389,190
184,0,471,295
184,7,332,193
184,9,44,192
184,11,69,193
184,13,135,200
184,15,521,199
184,16,267,199
184,18,637,253
184,19,304,195
184,21,362,190
184,22,388,190
185,0,476,295
185,7,332,192
185,9,45,192
185,11,70,192
185,13,135,200
185,15,523,193
185,16,267,199
185,18,632,251
185,19,304,195
185,21,361,190
185,22,388,191
185,23,406,192
186,0,479,294
186,7,331,192
186,9,45,192
186,11,70,192
186,13,135,201
186,16,267,199
186,18,629,251
186,19,304,195
186,21,361,190
186,22,388,190
186,23,405,191
186,15,525,194
187,0,486,293
187,7,331,191
187,9,45,192
187,11,69,193
187,13,135,200
187,16,267,199
187,18,626,251
187,19,304,195
187,21,361,190
187,22,387,190
187,23,405,190
188,0,495,291
188,7,331,191
188,9,46,192
188,11,70,193
188,13,135,201
188,16,266,200
188,18,625,251
188,19,303,195
188,21,361,190
188,22,387,191
188,23,405,190
189,0,503,288
189,7,331,191
189,9,46,192
189,11,70,193
189,13,135,203
189,16,265,200
189,18,623,252
189,19,303,195
189,21,361,190
189,22,387,190
189,23,405,190
190,0,510,287
190,7,331,191
190,9,47,192
190,11,70,193
190,13,135,203
190,16,265,201
190,18,622,252
190,19,303,195
190,21,360,190
190,22,385,194
190,23,405,190
191,0,518,285
191,7,331,191
191,9,47,192
191,11,70,192
191,13,135,202
191,16,265,201
191,18,621,253
191,19,303,195
191,21,360,190
191,22,385,193
191,23,404,190
192,0,527,284
192,7,331,191
192,11,70,193
192,13,135,202
192,16,265,201
192,18,622,254
192,19,303,195
192,21,360,190
192,22,385,191
192,23,404,190
192,9,47,192
193,0,543,284
193,7,330,191
193,13,135,202
193,16,265,201
193,18,621,255
193,19,303,195
193,21,360,190
193,22,385,192
193,23,404,190
193,24,425,197
193,9,48,192
193,11,70,193
194,0,543,284
194,7,330,191
194,11,70,193
194,13,135,202
194,16,265,200
194,18,623,255
194,19,303,195
194,21,359,190
194,22,385,192
194,23,404,190
194,24,424,196
194,9,48,192
195,0,546,285
195,7,330,191
195,11,70,188
195,13,135,201
195,16,264,200
195,18,626,254
195,19,302,195
195,21,359,191
195,22,384,191
195,23,404,190
195,24,424,196
195,9,49,193
196,0,554,286
196,7,331,192
196,11,70,188
196,13,135,201
196,16,264,200
196,18,627,254
196,19,302,196
196,21,359,191
196,22,384,191
196,23,404,190
196,24,425,196
196,9,49,193
197,0,562,287
197,7,331,192
197,11,71,188
197,13,135,202
197,16,264,200
197,19,302,196
197,21,358,191
197,22,384,192
197,23,404,190
197,24,425,196
197,25,468,199
197,9,50,193
197,18,635,222
197,20,501,177
198,0,570,287
198,7,330,192
198,11,71,187
198,13,135,202
198,16,264,199
198,19,302,195
198,21,358,191
198,22,384,193
198,23,403,191
198,24,426,196
198,25,467,200
198,9,50,193
198,20,501,184
199,0,580,286
199,7,330,193
199,11,71,187
199,13,135,202
199,16,264,200
199,19,302,195
199,20,501,194
199,21,358,191
199,22,383,193
199,23,403,191
199,24,425,196
199,25,467,200
199,9,51,193
200,0,591,284
200,7,330,193
200,11,71,187
200,13,134,202
200,16,264,201
200,19,301,196
200,20,501,195
200,21,358,191
200,22,383,193
200,23,403,191
200,24,424,195
200,25,465,199
200,9,51,193
201,0,602,282
201,7,330,194
201,11,71,187
201,13,134,202
201,16,264,201
201,19,301,196
201,20,501,196
201,21,359,191
201,22,383,193
201,23,403,192
201,24,424,199
201,25,464,199
201,26,523,201
201,9,51,193
202,0,615,279
202,7,330,193
202,11,71,187
202,13,134,202
202,16,264,201
202,19,302,196
202,20,501,196
202,21,358,191
202,22,382,193
202,23,403,192
202,25,464,200
202,26,523,202
202,27,17,194
202,9,51,193
202,24,424,200
203,0,628,276
203,7,330,193
203,11,71,187
203,13,134,203
203,16,264,202
203,19,302,195
203,20,500,196
203,21,358,191
203,22,382,193
203,23,403,191
203,24,424,199
203,25,464,200
203,26,523,202
203,27,17,194
203,9,51,193
204,0,643,274
204,7,330,193
204,11,71,187
204,13,134,202
204,16,265,202
204,19,302,195
204,20,500,196
204,21,358,191
204,22,382,193
204,23,403,191
204,25,463,200
204,26,523,203
204,27,17,194
204,9,51,193
204,24,424,198
205,0,655,272
205,7,330,193
205,11,70,187
205,16,265,202
205,19,302,195
205,20,500,196
205,21,358,191
205,22,382,192
205,23,403,191
205,24,424,198
205,25,463,201
205,26,523,202
205,27,17,193
205,9,51,193
205,13,134,202
206,0,669,271
206,7,330,193
206,11,70,187
206,13,134,203
206,16,266,203
206,19,302,195
206,20,500,196
206,21,358,191
206,22,382,192
206,23,404,190
206,24,423,199
206,25,463,201
206,26,522,201
206,27,17,193
206,28,566,239
206,9,51,193
207,0,685,271
207,7,330,193
207,11,70,187
207,16,266,204
207,19,303,195
207,20,501,195
207,21,358,191
207,22,381,192
207,23,404,190
207,24,423,200
207,25,461,202
207,26,522,200
207,27,17,194
207,28,567,240
207,9,52,193
207,13,133,202
208,0,700,272
208,7,331,193
208,11,70,187
208,16,267,204
208,19,303,195
208,20,500,195
208,21,358,191
208,22,381,192
208,23,404,190
208,24,423,199
208,25,462,202
208,26,521,200
208,27,18,194
208,28,566,241
208,9,53,192
208,13,133,202
209,0,715,273
209,7,331,193
209,11,70,187
209,16,268,204
209,19,304,194
209,20,500,195
209,21,358,191
209,22,380,193
209,23,404,191
209,24,422,200
209,25,461,202
209,26,521,200
209,27,19,195
209,28,566,242
210,0,734,274
210,7,331,193
210,11,70,187
210,16,269,205
210,19,304,194
210,20,501,195
210,21,357,191
210,22,380,193
210,23,404,190
210,24,422,200
210,25,460,202
210,27,20,195
210,28,565,243
210,26,520,197
211,0,747,274
211,11,68,187
211,13,133,195
211,16,270,204
211,19,304,195
211,20,500,196
211,21,357,191
211,22,379,194
211,23,403,191
211,24,421,199
211,25,460,202
211,27,22,195
211,28,563,242
211,7,331,193
211,26,519,195
212,0,759,274
212,11,69,187
212,13,133,195
212,16,271,204
212,19,305,195
212,20,500,196
212,21,357,191
212,22,379,194
212,23,403,191
212,24,421,200
212,25,459,201
212,27,22,196
212,28,561,241
213,0,772,272
213,11,69,187
213,13,133,195
213,16,272,204
213,19,305,195
213,20,500,196
213,21,357,192
213,22,379,194
213,23,404,191
213,24,422,200
213,25,457,201
213,27,22,195
213,28,558,241
214,0,787,271
214,7,332,193
214,11,69,187
214,13,133,195
214,16,273,203
214,19,306,195
214,21,357,192
214,22,379,194
214,23,403,191
214,24,422,200
214,25,455,201
214,27,22,194
214,28,554,240
214,20,499,195
215,0,802,274
215,7,332,193
215,11,69,187
215,13,133,195
215,16,273,203
215,19,306,195
215,21,357,192
215,22,379,195
215,23,402,191
215,24,422,200
215,25,454,201
215,27,23,194
215,28,550,239
215,20,498,191
216,0,817,310
216,7,332,193
216,11,68,187
216,13,133,195
216,16,274,203
216,19,305,195
216,21,357,192
216,22,379,194
216,23,402,191
216,24,422,200
216,25,453,201
216,27,24,195
216,28,547,236
216,20,497,190
217,0,829,316
217,7,333,193
217,11,69,187
217,13,133,196
217,16,275,204
217,19,307,196
217,21,356,192
217,22,378,194
217,23,403,191
217,24,421,200
217,25,453,201
217,27,25,196
217,28,545,233
217,20,497,190
218,7,333,194
218,11,69,187
218,13,134,204
218,16,277,204
218,19,307,196
218,21,356,192
218,22,377,194
218,23,402,191
218,24,422,200
218,25,452,201
218,27,25,194
218,28,542,231
218,20,496,191
219,7,333,193
219,11,69,187
219,13,134,206
219,16,277,204
219,19,308,196
219,21,356,192
219,22,377,193
219,23,402,190
219,24,421,199
219,25,447,200
219,27,25,193
219,28,539,231
219,20,498,195
220,7,333,193
220,11,69,187
220,13,134,205
220,16,278,204
220,19,307,196
220,21,356,192
220,22,377,192
220,23,402,191
220,25,445,200
220,27,26,193
220,28,538,231
220,24,419,201
221,7,333,193
221,11,70,187
221,13,134,205
221,16,279,205
221,19,307,196
221,21,355,192
221,22,375,192
221,23,402,190
221,25,444,201
221,27,27,194
221,28,535,231
221,24,420,200
222,11,70,187
222,13,134,208
222,16,279,206
222,19,307,196
222,21,356,192
222,22,376,192
222,25,440,201
222,27,28,194
222,28,534,231
222,7,333,193
222,23,402,190
222,24,420,200
223,7,333,193
223,11,70,187
223,13,135,209
223,16,280,206
223,19,307,196
223,21,355,192
223,22,376,192
223,23,401,190
223,25,436,202
223,27,27,194
223,28,532,231
224,7,332,193
224,11,70,187
224,13,134,208
224,16,280,207
224,19,307,197
224,21,355,192
224,22,376,192
224,23,402,190
224,25,436,202
224,27,28,191
224,28,531,232
225,7,333,194
225,11,69,187
225,13,135,209
225,16,280,208
225,21,354,192
225,22,376,192
225,23,401,190
225,25,436,203
225,27,28,192
225,28,530,233
225,19,307,197
226,7,332,194
226,11,70,187
226,16,281,208
226,19,308,196
226,21,354,191
226,22,376,192
226,23,401,190
226,25,435,203
226,27,28,192
226,28,527,233
226,13,135,209
227,7,332,194
227,11,70,187
227,16,281,208
227,21,354,190
227,22,375,192
227,23,401,190
227,25,433,202
227,27,29,192
227,28,525,233
227,29,463,194
227,13,135,210
227,19,307,197
228,7,332,194
228,11,70,187
228,16,281,208
228,21,354,190
228,22,375,193
228,23,402,191
228,25,433,203
228,27,29,192
228,28,524,233
228,29,462,193
228,13,135,209
228,19,308,196
229,7,331,194
229,11,70,188
229,16,281,208
229,21,354,190
229,22,374,193
229,23,402,191
229,25,432,202
229,27,29,192
229,28,522,233
229,29,464,193
229,13,135,208
229,19,308,196
230,7,332,194
230,11,71,188
230,16,280,207
230,19,309,196
230,21,353,190
230,22,374,193
230,25,431,202
230,27,31,194
230,28,521,232
230,29,464,193
230,13,135,208
230,23,403,193
231,7,331,194
231,11,72,188
231,16,281,207
231,19,309,195
231,21,353,190
231,22,375,194
231,25,430,201
231,27,31,194
231,28,519,231
231,29,464,193
231,13,134,208
231,23,403,192
232,7,331,194
232,11,72,188
232,16,281,207
232,19,309,195
232,21,353,191
232,22,375,193
232,25,429,201
232,27,31,195
232,28,517,230
232,29,464,193
232,30,820,320
232,13,134,208
232,23,402,190
233,7,331,194
233,16,280,206
233,19,309,195
233,21,353,190
233,22,375,193
233,23,402,190
233,25,427,201
233,27,32,195
233,28,517,228
233,29,465,194
233,30,813,314
233,9,71,184
233,11,79,191
233,13,134,208
234,7,331,193
234,16,280,206
234,19,309,195
234,21,353,191
234,22,375,193
234,23,402,190
234,25,427,202
234,27,32,194
234,28,517,227
234,29,465,194
234,30,806,309
234,9,71,183
234,11,80,191
234,13,133,208
235,7,332,193
235,9,72,188
235,16,281,206
235,19,309,195
235,21,354,191
235,22,375,193
235,25,424,202
235,27,33,194
235,28,516,225
235,29,464,194
235,30,799,272
235,13,133,207
235,23,401,190
235,24,405,195
236,7,332,193
236,16,280,206
236,19,310,195
236,21,354,191
236,22,375,192
236,25,423,202
236,27,33,194
236,28,515,223
236,29,463,194
236,30,793,271
236,9,72,183
236,13,132,207
236,23,401,190
236,24,393,190
237,7,332,193
237,9,72,186
237,16,280,207
237,19,309,195
237,21,354,191
237,22,375,191
237,25,421,203
237,27,33,194
237,28,515,223
237,29,463,195
237,30,787,270
237,13,132,208
237,23,400,190
237,24,393,190
238,7,332,193
238,9,72,187
238,16,280,207
238,19,309,195
238,21,354,191
238,22,374,191
238,25,420,203
238,27,34,194
238,28,511,223
238,29,462,194
238,30,783,269
238,11,80,189
238,13,133,208
238,24,394,190
239,7,332,193
239,16,280,207
239,19,309,196
239,21,354,191
239,22,374,191
239,25,418,204
239,27,35,194
239,28,509,224
239,29,463,194
239,30,779,270
239,9,71,183
239,11,81,189
239,13,133,209
239,23,403,191
239,24,393,188
240,7,333,193
240,16,280,208
240,19,309,195
240,21,354,192
240,22,374,191
240,25,416,204
240,27,35,194
240,28,503,224
240,29,462,194
240,30,775,270
240,9,70,183
240,24,393,188
241,7,330,192
241,16,280,208
241,19,310,196
241,21,353,190
241,22,373,190
241,25,415,205
241,27,36,194
241,28,501,224
241,29,462,194
241,30,773,271
241,9,72,184
241,11,82,188
241,24,393,188
242,7,331,191
242,16,280,209
242,21,352,190
242,22,373,190
242,25,414,205
242,27,36,194
242,28,500,224
242,29,463,193
242,30,771,272
242,31,10,194
242,9,72,184
242,11,82,188
242,13,137,212
242,19,310,196
242,24,393,188
243,7,330,192
243,16,280,209
243,21,352,190
243,22,373,190
243,25,412,205
243,27,38,194
243,28,500,225
243,29,463,193
243,30,769,273
243,31,10,194
243,9,71,183
243,11,82,186
243,19,309,195
243,24,395,188
244,7,330,192
244,16,282,211
244,21,352,190
244,22,373,190
244,25,410,204
244,27,39,194
244,28,499,225
244,29,463,193
244,30,766,275
244,31,10,194
244,32,546,202
244,11,81,188
244,19,308,195
245,7,330,192
245,16,283,211
245,21,352,190
245,22,372,190
245,25,410,204
245,27,39,194
245,28,498,224
245,30,764,276
245,31,11,194
245,32,547,203
245,11,80,188
245,29,464,193
246,7,330,192
246,16,284,211
246,21,353,190
246,22,372,191
246,25,409,204
246,27,39,194
246,28,496,224
246,30,761,278
246,31,11,194
246,32,546,203
246,9,82,219
246,11,80,188
247,7,331,192
247,11,78,187
247,16,287,211
247,21,353,189
247,22,372,191
247,25,409,203
247,27,40,195
247,28,495,223
247,30,759,279
247,31,11,194
247,32,547,203
247,9,81,219
248,7,331,192
248,16,287,210
248,21,353,190
248,22,372,190
248,25,409,202
248,27,40,195
248,28,493,222
248,30,754,281
248,31,11,193
248,32,547,203
248,11,77,187
249,7,331,192
249,11,76,186
249,16,288,210
249,21,353,189
249,22,371,190
249,25,408,202
249,27,40,194
249,28,487,221
249,30,752,282
249,31,11,193
249,32,547,203
249,9,80,209
250,7,332,192
250,16,290,210
250,21,352,189
250,22,371,190
250,25,407,202
250,27,41,195
250,28,487,219
250,30,745,282
250,31,11,193
250,32,547,203
250,9,79,205
250,11,75,185
251,7,332,191
251,16,290,210
251,21,352,189
251,22,370,190
251,25,406,202
251,27,41,194
251,28,485,218
251,30,740,282
251,31,11,193
251,32,548,204
251,9,80,206
251,11,73,184
252,7,332,191
252,16,292,209
252,21,351,189
252,22,370,190
252,25,404,203
252,27,41,194
252,28,483,218
252,30,734,282
252,31,11,192
252,32,548,203
252,11,76,184
253,7,333,191
253,16,294,209
253,21,351,189
253,22,369,189
253,25,403,204
253,27,42,193
253,28,481,218
253,30,734,282
253,31,11,192
253,32,548,203
254,7,334,191
254,16,296,209
254,21,351,189
254,22,369,189
254,25,402,203
254,27,41,193
254,28,480,217
254,30,725,281
254,31,11,191
254,32,549,203
254,33,800,275
254,9,78,204
255,16,297,209
255,21,352,189
255,22,369,189
255,25,401,204
255,27,41,192
255,28,481,218
255,30,714,281
255,31,11,193
255,32,549,203
255,33,797,288
255,7,334,189
255,9,75,205
256,16,298,210
256,21,352,189
256,22,368,189
256,25,398,204
256,28,481,218
256,30,710,281
256,31,11,193
256,32,549,204
256,33,794,283
256,7,334,190
256,9,74,206
256,27,41,191
257,16,298,210
257,21,352,189
257,22,368,188
257,25,396,205
257,28,481,219
257,30,705,281
257,32,549,204
257,33,794,279
257,7,335,190
257,9,74,206
257,27,39,189
257,31,11,194
258,9,75,206
258,16,299,211
258,21,352,189
258,22,368,189
258,25,395,205
258,28,478,219
258,30,700,281
258,32,550,203
258,33,792,277
258,27,40,189
258,31,13,193
259,16,299,211
259,21,352,189
259,22,368,189
259,25,394,205
259,28,477,220
259,30,695,281
259,32,550,203
259,33,792,277
259,9,74,208
259,11,53,193
259,27,40,179
259,31,12,220
260,16,298,211
260,21,352,189
260,22,368,189
260,25,392,205
260,28,477,219
260,30,692,280
260,32,550,203
260,33,790,277
260,34,417,193
260,9,73,206
260,27,40,179
260,31,11,220
261,16,299,212
261,21,352,189
261,22,367,190
261,25,390,204
261,28,477,220
261,30,686,281
261,32,551,203
261,33,787,278
261,34,416,193
261,9,73,208
261,27,40,179
261,31,12,212
262,16,300,213
262,21,352,189
262,22,367,190
262,25,389,204
262,28,476,220
262,30,676,281
262,32,551,203
262,33,782,278
262,9,73,209
262,31,12,213
262,34,416,194
263,16,300,214
263,21,352,189
263,22,367,190
263,25,388,204
263,28,475,220
263,30,668,283
263,32,551,203
263,33,779,279
263,34,416,194
263,9,73,212
263,27,42,179
263,31,12,212
264,9,73,217
264,16,301,214
264,21,352,189
264,22,367,190
264,25,387,204
264,28,474,219
264,30,661,284
264,31,13,210
264,32,552,204
264,33,775,280
264,34,416,195
264,35,257,188
264,11,33,185
264,27,43,180
265,9,73,216
265,16,302,215
265,21,352,189
265,25,386,204
265,28,473,218
265,30,657,285
265,31,14,210
265,32,552,204
265,33,771,281
265,35,256,188
265,11,32,187
265,22,367,190
265,27,47,181
265,34,414,195
266,9,74,215
266,16,301,215
266,21,352,189
266,25,385,204
266,28,473,217
266,30,654,285
266,31,14,211
266,32,553,204
266,33,766,282
266,35,257,188
266,36,803,240
266,11,33,187
266,22,366,190
266,27,47,182
266,34,415,195
267,16,302,215
267,21,352,189
267,25,383,206
267,28,472,216
267,30,653,285
267,31,14,211
267,32,554,204
267,33,763,283
267,35,257,188
267,36,800,240
267,7,336,192
267,9,74,215
267,22,366,190
267,27,47,182
267,34,414,195
268,16,303,214
268,25,382,207
268,28,471,215
268,30,652,285
268,31,18,212
268,32,554,204
268,33,759,282
268,35,257,188
268,36,798,240
268,7,335,191
268,9,74,215
268,21,350,188
268,22,365,191
268,27,47,181
268,34,413,195
269,16,302,214
269,25,382,207
269,28,470,214
269,30,651,285
269,31,21,213
269,32,555,204
269,33,754,282
269,35,257,188
269,36,795,241
269,7,336,191
269,9,75,234
269,21,351,189
269,22,365,190
269,34,412,196
270,9,76,216
270,16,302,214
270,25,381,207
270,28,469,214
270,30,648,283
270,31,21,213
270,32,555,204
270,33,751,280
270,34,412,195
270,35,256,189
270,36,792,241
270,7,337,190
270,21,350,189
270,22,365,190
271,9,73,201
271,16,301,213
271,25,378,207
271,28,469,213
271,30,643,280
271,31,21,213
271,32,556,204
271,33,752,278
271,34,412,194
271,35,257,188
271,36,791,239
271,7,335,195
271,21,339,188
271,27,49,181
272,9,75,210
272,16,300,213
272,25,378,208
272,28,468,213
272,30,638,278
272,31,21,213
272,32,557,204
272,33,751,276
272,34,411,193
272,35,257,188
272,36,790,239
272,37,525,198
272,7,336,194
272,21,339,187
272,27,50,181
273,9,74,206
273,16,301,213
273,25,378,208
273,28,469,213
273,30,630,275
273,31,21,213
273,32,556,204
273,33,748,273
273,34,411,193
273,35,257,189
273,36,787,239
273,37,525,198
273,21,338,188
274,9,75,209
274,16,302,213
274,25,377,208
274,28,468,214
274,30,623,271
274,31,22,213
274,32,557,205
274,33,746,268
274,34,411,194
274,35,257,189
274,36,785,238
274,37,526,198
274,7,335,195
274,21,338,187
275,9,76,218
275,16,302,214
275,25,376,208
275,28,468,215
275,30,618,268
275,31,23,214
275,32,558,203
275,33,737,264
275,34,411,193
275,35,257,189
275,36,779,237
275,37,528,198
275,38,144,195
275,7,337,195
275,21,339,188
276,9,75,218
276,16,303,215
276,25,375,208
276,28,467,216
276,30,614,265
276,31,24,213
276,32,558,202
276,33,730,265
276,34,411,193
276,35,258,189
276,36,770,236
276,37,528,198
276,38,144,195
276,7,337,195
276,21,339,187
277,9,74,218
277,16,304,215
277,25,375,207
277,28,466,216
277,30,612,263
277,31,25,213
277,32,558,201
277,33,726,263
277,34,411,195
277,35,258,189
277,36,765,234
277,37,528,198
277,38,144,195
277,7,338,194
277,21,339,188
278,9,73,219
278,16,305,216
278,25,374,207
278,28,465,215
278,30,608,263
278,31,24,213
278,32,556,195
278,33,723,261
278,34,411,194
278,35,258,189
278,36,762,233
278,37,528,198
278,38,144,195
278,7,340,191
279,9,72,220
279,16,305,217
279,25,373,207
279,28,463,215
279,30,606,263
279,31,24,212
279,33,720,261
279,34,410,193
279,35,258,188
279,36,761,232
279,37,528,198
279,38,144,195
279,7,339,191
279,21,339,185
279,32,555,196
280,9,71,221
280,16,306,217
280,25,371,206
280,28,462,216
280,30,604,264
280,31,24,211
280,33,717,261
280,34,410,193
280,35,258,188
280,36,758,232
280,37,529,198
280,38,144,195
280,7,340,187
281,9,72,222
281,16,306,218
281,25,370,206
281,28,460,215
281,30,601,264
281,31,23,211
281,33,714,261
281,34,411,193
281,35,259,188
281,36,757,232
281,37,529,198
281,38,144,195
281,21,341,185
282,9,70,222
282,16,307,220
282,25,369,206
282,28,458,214
282,30,599,264
282,31,23,211
282,33,711,262
282,34,410,194
282,35,259,188
282,36,755,232
282,38,144,195
282,32,535,194
282,37,529,198
283,9,68,225
283,16,307,220
283,25,366,206
283,28,457,211
283,30,597,265
283,31,22,211
283,33,707,262
283,34,410,193
283,35,258,188
283,36,752,233
283,38,143,196
283,32,549,178
283,37,526,193
284,9,67,225
284,16,309,219
284,25,364,206
284,28,456,211
284,30,595,266
284,31,20,211
284,33,704,263
284,34,409,192
284,35,258,188
284,36,750,233
284,38,143,196
284,32,538,193
285,9,65,224
285,16,311,220
285,25,364,208
285,28,455,210
285,30,594,267
285,31,21,211
285,33,703,263
285,34,409,192
285,35,258,188
285,36,747,233
285,38,144,195
285,32,549,173
286,9,63,223
286,16,313,220
286,25,363,208
286,28,455,210
286,30,592,268
286,31,21,211
286,33,701,264
286,34,409,193
286,35,257,188
286,36,745,233
286,38,144,197
286,37,528,191
287,9,62,223
287,16,315,219
287,25,362,209
287,28,455,210
287,30,590,268
287,31,21,212
287,33,699,264
287,34,408,193
287,35,258,189
287,36,743,234
287,38,144,196
287,37,528,192
288,9,59,222
288,16,316,218
288,25,362,210
288,28,455,210
288,30,588,267
288,33,697,264
288,34,409,193
288,35,258,189
288,36,739,234
288,38,145,196
288,39,494,190
288,31,30,212
288,37,528,191
289,9,57,222
289,16,318,218
289,25,361,210
289,28,455,210
289,30,586,266
289,33,696,264
289,34,409,193
289,35,258,189
289,36,737,234
289,38,145,197
289,39,494,191
289,31,29,213
289,37,529,192
290,9,56,221
290,16,320,218
290,25,365,208
290,28,455,211
290,30,582,264
290,33,693,263
290,34,409,193
290,35,258,189
290,36,734,234
290,38,144,197
290,39,495,191
290,31,29,213
290,37,529,191
291,9,55,221
291,16,321,218
291,25,363,207
291,28,454,211
291,30,579,262
291,33,689,262
291,34,409,193
291,35,258,188
291,36,731,234
291,38,144,196
291,39,495,195
291,37,529,187
292,9,54,221
292,16,323,218
292,25,362,208
292,28,454,211
292,30,576,259
292,33,687,260
292,34,408,193
292,35,258,188
292,36,729,233
292,38,143,197
292,39,498,197
293,9,51,221
293,16,324,219
293,25,361,207
293,28,454,211
293,30,573,257
293,33,684,259
293,34,409,193
293,35,258,188
293,36,726,233
293,38,144,197
293,39,499,195
294,9,50,221
294,16,325,220
294,25,359,206
294,28,454,211
294,30,571,253
294,33,678,257
294,34,409,193
294,35,258,187
294,36,724,232
294,38,144,196
294,39,500,197
295,9,49,221
295,16,326,222
295,25,359,206
295,28,454,210
295,30,570,252
295,33,674,255
295,34,409,193
295,35,258,188
295,36,722,231
295,38,144,196
295,39,503,198
296,9,49,221
296,16,326,221
296,25,358,207
296,28,454,210
296,30,567,251
296,33,673,252
296,34,409,193
296,35,258,188
296,36,720,230
296,38,145,196
296,39,503,198
297,9,50,222
297,16,326,222
297,25,358,207
297,28,454,210
297,30,564,249
297,33,669,250
297,34,409,193
297,35,258,187
297,36,717,229
297,39,504,199
297,21,359,171
297,38,145,197
298,9,49,223
298,16,327,223
298,28,454,210
298,30,563,249
298,33,669,249
298,34,410,193
298,35,259,188
298,36,712,228
298,39,504,199
298,21,358,171
298,25,357,208
298,38,144,197
299,9,47,225
299,16,329,224
299,28,451,208
299,30,561,250
299,33,664,248
299,34,410,193
299,35,258,189
299,36,711,226
299,38,145,196
299,39,504,199
299,21,357,170
299,22,367,179
299,25,356,209
300,9,45,229
300,16,329,225
300,25,356,211
300,28,450,207
300,30,559,250
300,33,662,248
300,34,410,193
300,35,259,189
300,36,710,226
300,38,145,196
300,39,504,199
300,21,357,170
300,22,367,178
301,9,46,230
301,16,332,225
301,25,355,213
301,28,450,206
301,30,557,250
301,33,660,248
301,34,410,193
301,35,260,189
301,36,708,225
301,38,145,193
301,39,506,199
301,22,367,179
302,9,44,230
302,16,331,225
302,25,355,213
302,28,450,206
302,30,554,251
302,33,658,249
302,34,411,193
302,35,260,189
302,36,703,225
302,38,145,193
302,39,508,198
302,22,367,179
303,9,43,230
303,16,332,225
303,25,356,213
303,28,449,206
303,30,552,251
