frame,track_id,x,y,zone
420,2000,49.76,29.68,Zone 2
420,2001,46.58,42.58,Zone 2
420,2002,100.0,67.59,Zone 2
420,2003,18.05,36.04,Zone 2
420,2004,64.65,2.06,Zone 2
420,2005,4.59,73.65,Zone 2
420,2006,99.9,80.86,Zone 2
420,2007,9.4,48.42,Zone 2
420,2008,75.72,14.45,Zone 2
420,2009,21.34,41.56,Zone 2
420,2010,12.69,9.45,Zone 2
420,2011,65.9,34.13,Zone 2
420,2012,77.85,55.41,Zone 2
420,2013,91.23,28.42,Zone 2
420,2014,34.2,25.16,Zone 2
420,2015,5.27,28.91,Zone 2
420,2016,35.52,49.37,Zone 2
420,2017,33.37,98.43,Zone 2
420,2018,87.3,34.48,Zone 2
420,2019,20.35,49.22,Zone 2
420,2020,11.79,19.23,Zone 2
420,2021,71.32,12.76,Zone 2
450,2000,97.27,8.76,Zone 2
450,2001,99.65,39.89,Zone 2
450,2002,55.43,40.6,Zone 2
450,2003,57.4,39.85,Zone 2
450,2004,10.85,4.64,Zone 2
450,2005,82.2,47.51,Zone 2
450,2006,76.6,6.01,Zone 2
450,2007,50.08,54.36,Zone 2
450,2008,37.6,14.71,Zone 2
450,2009,67.37,68.91,Zone 2
450,2010,87.63,8.3,Zone 2
450,2011,3.95,63.36,Zone 2
450,2012,62.53,17.39,Zone 2
450,2013,66.36,86.92,Zone 2
450,2014,42.16,10.06,Zone 2
450,2015,93.05,1.34,Zone 2
450,2016,87.19,13.87,Zone 2
450,2017,30.93,71.01,Zone 2
450,2018,86.25,18.48,Zone 2
450,2019,3.42,2.04,Zone 2
450,2020,56.63,57.83,Zone 2
450,2021,91.38,49.78,Zone 2
450,2022,52.22,82.48,Zone 2
480,2000,77.38,42.11,Zone 2
480,2001,69.57,40.46,Zone 2
480,2002,6.72,68.0,Zone 2
480,2003,59.39,99.31,Zone 2
480,2004,65.94,15.53,Zone 2
480,2005,76.99,54.88,Zone 2
480,2006,8.29,47.22,Zone 2
480,2007,89.58,62.69,Zone 2
480,2008,42.7,0.93,Zone 2
480,2009,66.94,98.66,Zone 2
480,2010,85.85,21.82,Zone 2
480,2011,12.13,47.23,Zone 2
480,2012,27.54,56.9,Zone 2
480,2013,45.08,74.42,Zone 2
480,2014,92.28,36.59,Zone 2
480,2015,74.72,69.48,Zone 2
480,2016,14.48,75.93,Zone 2
480,2017,29.31,55.75,Zone 2
480,2018,49.81,66.95,Zone 2
480,2019,89.0,91.35,Zone 2
480,2020,5.27,3.2,Zone 2
480,2021,6.06,88.33,Zone 2
480,2022,68.66,61.82,Zone 2
480,2023,38.89,31.25,Zone 2
510,2000,60.01,95.77,Zone 2
510,2001,83.49,60.89,Zone 2
510,2002,31.63,94.88,Zone 2
510,2003,72.78,46.98,Zone 2
510,2004,16.65,96.64,Zone 2
510,2005,11.67,95.39,Zone 2
510,2006,16.4,80.18,Zone 2
510,2007,47.7,77.81,Zone 2
510,2008,45.28,27.2,Zone 2
510,2009,75.48,33.39,Zone 2
510,2010,27.99,62.18,Zone 2
510,2011,65.09,80.19,Zone 2
510,2012,59.99,86.96,Zone 2
510,2013,72.57,1.55,Zone 2
510,2014,15.11,83.26,Zone 2
510,2015,58.47,97.64,Zone 2
510,2016,24.61,38.74,Zone 2
510,2017,37.62,77.14,Zone 2
510,2018,23.44,45.13,Zone 2
510,2019,68.86,32.15,Zone 2
510,2020,26.8,15.73,Zone 2
510,2021,92.06,76.33,Zone 2
540,2000,78.31,28.85,Zone 2
540,2001,14.07,89.06,Zone 2
540,2002,99.28,14.7,Zone 2
540,2003,97.54,79.73,Zone 2
540,2004,54.78,77.7,Zone 2
540,2005,50.0,53.46,Zone 2
540,2006,54.0,48.48,Zone 2
540,2007,38.17,78.77,Zone 2
540,2008,72.22,98.23,Zone 2
540,2009,30.95,5.76,Zone 2
540,2010,39.55,70.83,Zone 2
540,2011,92.6,58.64,Zone 2
540,2012,0.94,38.5,Zone 2
540,2013,54.06,53.62,Zone 2
540,2014,35.51,6.26,Zone 2
540,2015,39.82,52.1,Zone 2
540,2016,25.95,83.33,Zone 2
540,2017,32.1,50.62,Zone 2
540,2018,20.19,21.27,Zone 2
540,2019,9.22,80.59,Zone 2
540,2020,28.98,57.79,Zone 2
540,2021,35.89,77.96,Zone 2
540,2022,85.7,24.63,Zone 2
540,2023,92.26,49.33,Zone 2
540,2024,86.64,37.17,Zone 2
570,2000,46.34,8.17,Zone 2
570,2001,31.58,3.04,Zone 2
570,2002,28.05,60.71,Zone 2
570,2003,9.41,20.46,Zone 2
570,2004,87.08,56.55,Zone 2
570,2005,58.67,21.36,Zone 2
570,2006,92.55,27.98,Zone 2
570,2007,9.71,44.69,Zone 2
570,2008,59.31,60.87,Zone 2
570,2009,13.09,84.37,Zone 2
570,2010,33.88,99.46,Zone 2
570,2011,37.82,2.75,Zone 2
570,2012,3.48,36.96,Zone 2
570,2013,70.56,48.68,Zone 2
570,2014,84.56,89.48,Zone 2
570,2015,86.3,63.98,Zone 2
570,2016,92.22,70.64,Zone 2
570,2017,9.0,31.87,Zone 2
570,2018,23.32,8.98,Zone 2
570,2019,92.09,50.65,Zone 2
570,2020,18.27,84.97,Zone 2
